Block,PLACEFP,PLACENS,PLACE_GEOID,PLACE,COUNTY,GEO_ID
1015,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061015
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041000
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101005
1020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061020
2011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092011
2005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502102005
2035,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042035
1011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041011
2012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092012
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061012
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061006
1028,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061028
2003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072003
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041001
2017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042017
1023,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051023
2014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504062014
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042006
2007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503032007
2004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502102004
2020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042020
1011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061011
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041005
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071001
2007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092007
2003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052003
2038,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042038
2018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042018
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062002
2016,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042016
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503032001
2008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072008
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072001
2024,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042024
1014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061014
2063,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052063
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041010
2022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042022
2037,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042037
2039,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052039
2017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052017
1017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051017
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121010
2024,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052024
2003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042003
2029,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042029
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051004
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031002
2020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042020
2040,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052040
1011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061011
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041002
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121006
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041003
2015,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042015
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091005
2007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052007
2018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072018
2016,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052016
2013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072013
2014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072014
2041,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042041
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101010
2008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092008
2005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072005
2009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042009
3003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502113003
1017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071017
2056,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042056
1020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041020
2012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052012
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051013
1018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101018
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503032002
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041005
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041003
1029,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061029
2026,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042026
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061012
1025,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061025
2015,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072015
2004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062004
2018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052018
1020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051020
2054,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052054
2009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052009
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061004
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121002
2018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042018
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042002
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051000
2039,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042039
1017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041017
2023,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042023
2019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072019
2012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503072012
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062001
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101004
1028,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041028
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041009
2009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072009
1014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031014
2000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042000
1020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091020
2014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042014
2012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062012
2017,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042017
1014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051014
1008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051008
2020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052020
1008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091008
1020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071020
3006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502113006
1032,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041032
2015,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042015
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503071000
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041000
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041013
2018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042018
2050,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042050
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051003
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071006
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041003
1005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121005
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061003
2004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092004
2005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042005
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091007
2023,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052023
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031013
2014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042014
2010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042010
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091006
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061019
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503072001
1024,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101024
1004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031004
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042001
1003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041003
2003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092003
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502092006
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041009
1011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041011
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061009
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041007
1025,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051025
1023,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101023
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101001
2000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072000
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091019
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041001
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041007
2044,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042044
1025,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041025
3000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502113000
1015,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101015
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071012
2062,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052062
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051019
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061019
2005,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042005
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502121001
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091002
2019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042019
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051019
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101019
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061006
3004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502113004
1018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061018
2032,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042032
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031007
2016,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042016
2049,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042049
2010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072010
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091012
2022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502052022
1018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071018
2030,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042030
2048,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042048
1001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051001
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503041012
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502101006
2007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502102007
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051002
2014,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052014
2003,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042003
2013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062013
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041012
2010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042010
3007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502113007
2021,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503072021
2034,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042034
2010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042010
2012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042012
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870504041019
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502102001
1000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041000
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031009
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062006
1018,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051018
2019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042019
2004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503032004
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502091013
1012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031012
2039,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503072039
2012,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042012
1019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071019
1013,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061013
2025,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052025
2019,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501042019
1028,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051028
2055,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052055
1022,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051022
2000,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502062000
2016,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072016
2028,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042028
2051,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042051
1008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503031008
1010,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502051010
1009,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502071009
2002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502102002
1031,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503061031
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051006
1008,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502041008
1006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501041006
2020,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072020
1002,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503051002
2011,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502072011
2004,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042004
2001,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502042001
2055,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503042055
2006,8280,2403919,4708280,Brentwood,Williamson,7500000US471870503032006
2030,8280,2403919,4708280,Brentwood,Williamson,7500000US471870501052030
1007,8280,2403919,4708280,Brentwood,Williamson,7500000US471870502061007
